Company Name,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
INVISIO,"INVISIO offers cutting-edge personal communication and hearing protection systems. The systems enable users to operate and communicate safely and clearly in all environments, even under extreme conditions, such as loud noise, heat, and underwater. 

INVISIO systems consist of headsets and advanced control units that interface to a wide range of communication devices. The systems provide hearing protection while maintaining the natural level of situational awareness. 

Customers are mainly from the public sector. Sales are made via a global network of partners and to some extent directly to end customers.  

INVISIO is listed on Nasdaq Stockholm (IVSO). 

Additional information is available on www.invisio.com.",Hvidovre,Danmark,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Finvisio%2Ecom&urlhash=vwj3&trk=about_website,Defense & Space,51-200 employees,"Tactical communication solutions, Advanced hearing protection systems, Tactical in-ear headsets, hearing protection, tactical gear, tactical headsets, tactical equipment, army headsets, military headsets, intercom, tactical communications, situational awareness, law enforcement gear, swat gear, military gear, tactical equipment, police gear, future soldier programs, intercom system solutions, and advanced communications systems",Public Company,null
LIDER IT Consulting,"En LIDER IT Consulting llevamos más de 35 años ayudando a nuestros clientes a mejorar la gestión mediante la consultoría, el desarrollo y la implantación de soluciones integradas. Con más de 200 trabajadores y 11 delegaciones, nuestro objetivo principal es satisfacer las necesidades de nuestros clientes de una manera integral y efectiva a través de soluciones de negocio apoyadas en la tecnología de los fabricantes con los que colaboramos y la experiencia de nuestros/as profesionales.

MISIÓN

Prestar servicios y desarrollar soluciones de gestión empresarial que ayuden a nuestros clientes a sincronizar sus necesidades tecnológicas y de negocio para así permitirles controlar su futuro y adaptarse a las nuevas oportunidades empresariales que puedan surgir.

VISIÓN

Ser líderes en la integración de soluciones IT anticipándonos a las necesidades de nuestros clientes y ofreciendo un portfolio total e innovador de servicios en las líneas de ERP, CRM, BI, web, sistemas y seguridad informática.","LLANERA, Asturias",España,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eliderit%2Ees%2F&urlhash=-tm6&trk=about_website,IT Services and IT Consulting,51-200 employees,"ERP Microsoft Dynamics 365 BC, ERP Sage X3, Sage XRT, A3 ERP, ERP Odoo, ERP Marfil, MS Dynamics 365 CRM, Microsoft SharePoint, Páginas Web, Portales de Comercio, Programación a medida, Hosting-Alojamiento Web, Sales Layer, Business Intelligence (B.I.), Microsoft Power BI, Qlik Sense, Servicios de sistemas e infraestructura, Servicios en la Nube, Virtualización, Hiperconvergencia, Almacenamiento, Puestos de Trabajo, Networking, Servicios de CPD, Copias de Seguridad, SaaS Backup Office 365, Seguridad informática, Seguridad informática, Auditorías de Seguridad, Monitorización-Nagios, Consultoría Normativa, ENS, ISO 20000, ISO 27000, Industria 4.0, CAPTOR MES, GMAO, and SGA",Privately Held,"3,251"
PARLORENZO SL,null,MADRID,España,null,Accounting,11-50 employees,null,null,null
GB RICAMBI SPA,"Nata a Modena nel 1962, GB Ricambi è cresciuta e si è sviluppata nel corso degli anni divenendo oggi leader indiscusso in Italia nel settore della ricambistica after market. Il progressivo ampliamento della rete di vendita ha consentito di coprire in modo capillare l’intero territorio nazionale, spalancando poi le frontiere verso il mondo intero.

L’azienda produce e commercializza ricambi per macchine agricole e movimento terra intercambiabili con gli originali. CNH® (Fiat®, New Holland®, Case IH®, Ford®, Steyr®), SDF® (Same®, Deutz-Fahr®, Lamborghini®, Hürlimann®), ARGO® (Landini®, McCormick®), AGCO® (Fendt®, Massey Ferguson®), John Deere®, Class®, Laverda®, Benfra®, Caterpillar®, CNH® (Case®, CNH Construction®, Fiat Allis®), Cummins®, Hitachi®, JCB®, Komatsu®, Volvo® e Goldoni®: tutti i codici più noti e diffusi sono inseriti nel listino constantemente aggiornato di GB Ricambi.","Nonantola, Modena",Italia,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Egbricambi%2Eit&urlhash=S5LM&trk=about_website,Motor Vehicle Parts Manufacturing,201-500 employees,Produzione e commercializzazione di ricambi adattabili per trattori agricoli e macchine movimento terra,Privately Held,"2,679"
SMC,"JOIN OUR TEAM: https://www.smcusa.com/company/careers/


SMC is the global leader in manufacturing pneumatic technology for industrial automation that supports customers in every industrialized nation. SMC Corporation of America is the U.S. subsidiary of SMC Corporation based in Japan.","Noblesville, IN",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Esmcusa%2Ecom&urlhash=h8at&trk=about_website,Automation Machinery Manufacturing,"10,001+ employees","Pneumatic, Temperature Control, Electrical, Fittings, and Automation",Public Company,"149,902"
NOVABIT S.R.L.,"PRODUZIONE, COMMERCIALIZZAZIONE, VENDITA ALL INGROSSO, DI CONGLOMERATI CEMENTIZI E BITUMINOSI, DI INERTI E MATERIALI EDILI IN GENERE, CON OGNI LAVORAZIONE INERTE. OGGETTO SOCIALE: - LA PRODUZIONE, LA VENDITA E LA COMMERCIALIZZAZIONE DI CONGLOMERATI CEMENTIZI E BITUMINOSI, DI INERTI E MATERIALI EDILI IN GENERE, CON OGN","MONZA, Mb",Italia,null,null,11-50 employees,null,null,7
U GRO Capital,"UGRO Capital limited is a BSE and NSE listed, small business lending fintech platform. The Company is focused on addressing capital needs of small businesses operating in select eight sectors by providing customized loan solutions. 

U GRO Capital’s mission is ‘Solve the Unsolved’ – Small Business Credit Need. U GRO Capital believes that the problem of small businesses can be solved by building deep expertise around core sectors of SMEs in India coupled with a data centric, technology-enabled approach. 

The Company has raised ~INR 920 crore of capital from a diversified set of private equity funds like institutional investors and well-known family offices. 

U GRO Capital has shortlisted the 8 sectors basis an 18-month process involving extensive study of macro and micro economic parameters carried out in conjunction with market experts like CRISIL. The eight sectors shortlisted are Healthcare, Education, Chemicals, Food Processing / FMCG, Hospitality, Electrical Equipment and Components, Auto Components, Light Engineering. The Company additionally lends to microenterprises, which behave as a monolith and act a pseudo ninth sector. 

The Company strives to build a strong SME financing platform based on sectoral understanding supplemented by a fully integrated technology and analytics platform.","Mumbai, Maharashtra",India,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eugrocapital%2Ecom&urlhash=Vx97&trk=about_website,Financial Services,"1,001-5,000 employees",null,Public Company,"58,789"
"Crezit, Inc.",null,"4-9-2 Roppongi, Minato, Tokyo",日本,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fcrezit%2Ejp&urlhash=y5S2&trk=about_website,Financial Services,2-10 employees,null,Privately Held,25
CLEVO藍天電腦,"Established in 1983, CLEVO is the leading ODM/OEM manufacturer specializing in hardware solutions for notebooks, tablets and All-in-One PCs. Customer satisfaction is always our number one priority. Our pioneering R&D team is committed to the building of a superior future.  Our long experience in the field, professionalism, manufacturing expertise and the most complete product line in the industry seal our reputation for being thepremier hardware partner for worldwide OEMs. CLEVO offers complete solutions for global ODM/OEM partners.",Taipei,臺灣,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eclevo%2Ecom%2Etw&urlhash=jBLU&trk=about_website,Computer Hardware Manufacturing,"1,001-5,000 employees",null,Public Company,null
Frontier Internet,"Frontier is the largest pure-play fiber provider in the United States. Driven by our purpose, Building Gigabit America®, we deliver blazing-fast broadband connectivity that unlocks the potential of millions of consumers and businesses. Visit www.frontier.com.
 ","Dallas, Texas",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Efrontier%2Ecom&urlhash=JMLS&trk=about_website,Telecommunications,"10,001+ employees","Telecom Services, Internet Service Provider, TV and Video Services Provider, Residential Service Provider, Small Business Service Provider, Carrier Network Partner, Fiber Networks, Network Operations, Consumer and Business Customer Care, Social Baker Award Winner, Cloud Services, Managed Networks, and Enterprise Connectivity",Public Company,"102,249"
Bjurholms Kommun,"Ansvar för samhällsservice som bland annat barnomsorg, skola, äldreomsorg, socialtjänst, renhållning, vatten och avlopp och mycket mer.","Bjurholm, Västerbottens län",Sverige,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2FBjurholm%2Ese&urlhash=j56w&trk=about_website,Government Administration,201-500 employees,null,Government Agency,264
null,null,null,null,null,null,null,null,null,null
Christie's,"Founded in 1766, Christie’s is a world-leading art and luxury business. Renowned and trusted for its expert live and online auctions, as well as its bespoke private sales, Christie’s offers a full portfolio of global services to its clients, including art appraisal, art financing, international real estate and education.  Christie’s has a physical presence in 46 countries, throughout the Americas, Europe, Middle East, and Asia Pacific, with flagship international sales hubs in New York, London, Hong Kong, Paris and Geneva. It also is the only international auction house authorized to hold sales in mainland China (Shanghai).

Christie’s auctions span more than 80 art and luxury categories, at price points ranging from $200 to over $100 million. In recent years, Christie’s has achieved the world record price for an artwork at auction (Leonardo da Vinci’s Salvador Mundi, 2017), for a single collection sale (the Collection of Peggy and David Rockefeller, 2018), and for a work by a living artist (Jeff Koons’ Rabbit, 2019).

Christie’s Private Sales offers a seamless service for buying and selling art, jewellery and watches outside of the auction calendar, working exclusively with Christie’s specialists at a client’s individual pace. 

Recent innovations at Christie’s include the groundbreaking sale of the first NFT for a digital work of art ever offered at a major auction house (Beeple’s Everydays, March 2021), with the unprecedented acceptance of cryptocurrency as a means of payment. As an industry leader in digital innovation, Christie’s also continues to pioneer new technologies that are redefining the business of art, including the creation of viewing and bidding experiences that integrate augmented reality, global livestreaming, buy-now channels, and hybrid sales formats.  

Christie’s is dedicated to advancing responsible culture throughout its business and communities worldwide, including achieving sustainability through net zero carbon emissions by 2030.","London, England",United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Echristies%2Ecom&urlhash=6xIT&trk=about_website,Retail Luxury Goods and Jewelry,"1,001-5,000 employees",Design,Privately Held,"242,919"
