Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
doublehorse.in,"Our brand double horse sells a variety of fast-moving consumer goods (FMCG) such as premium rice, instant mixes, health items, and culinary pastes ready-to-cook and ready-to-eat items that promise quality and healthy eating habits. Our dedication lie...",2024-05-09 11:29:00,9917,Published,,NA
vm3fincas.es,"Since 1980 we have offered comprehensive advice on the management, administration and sale of real estate. Our multidisciplinary team allows us to provide a highly qualified service covering all property needs. VM3 Fincas works for your peace of mind...",2024-05-09 11:26:00,10033,Published,,NA
dpkv.cz,"Dopravní podnik Karlovy Vary, a. s. is a traditional operator of public transport in Karlovy Vary.",2024-05-09 11:23:00,9157,Published,,NA
innophaseinc.com,InnoPhase is a fabless semiconductor company specializing in innovative wireless solutions.,2024-05-09 10:50:00,7609,Published,12.1,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/5a46f03f33ab19b2cf34593d7852bd76-e5a8d8a6-6a22-39f7-b3b2-29c30b95db60/innophaseinc.com/ino.tgz-file-tree.txt
brfibra.com,Acompanhamento e pronta resposta aos clientes. A BR.Digital é sua parceira para transformar a tecnologia em uma solução simples para a sua empresa. SoluçõesConsulte por Setores. Valores que fazem da BR.Digital uma família: Visão.,2024-05-09 09:59:00,7497,Published,86.21,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/c141b231f6f0fa14fbedfe1350959b9c-6ee6c219-ca79-35ca-951c-9ec340c1a0bb/brfibra.com/brfibra.com.7z-file-tree.txt
vstar.in,"V-Star Creations is an Indian manufacturer of inner wear. It is the subsidiary of V-Guard Industries V-Star Creations was founded in 1995 by SheelaKochouseph, the wife of Kochouseph Chittilappilly, founder and chairman of V-Guard Industries and a cha...",2024-05-09 09:58:00,9197,Published,,NA
interfashion.it,"INTERFASHION founded in 1992, and aquired by STRAVA S.r.l. in March 2023, is a design, production and distribution company based in Rimini, Italy. Over the years, Interfashion produced brands such as Marithè+François Girbaud, GGigli and I'm Isola Mar...",2024-05-09 09:58:00,7000,Published,177.31,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/b634a1cd0e3738f935d04f45a81f4262-8685ab82-e883-3815-bdc6-2f50f386c3a1/interfashion.it/interfashion.it.7z-file-tree.txt
binder.de,"Your success starts with our solutions. At Binder, we develop repositionable and reclosable fastening systems for a wide range of industries. With solutions that meet the highest technical requirements, we help our customers to operate successfully a...",2024-05-09 09:56:00,7693,Published,23.7,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/5d2e65a0479555e00a6da58a8e5af6b0-dc8552bd-66fb-3ed8-a1bf-58eb07b9a61c/binder.de/BIND.Personal.7z-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/5d2e65a0479555e00a6da58a8e5af6b0-dc8552bd-66fb-3ed8-a1bf-58eb07b9a61c/binder.de/BIND.Zertifikate.zip-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/5d2e65a0479555e00a6da58a8e5af6b0-dc8552bd-66fb-3ed8-a1bf-58eb07b9a61c/binder.de/sekr.7z-file-tree.txt
evw.k12.mn.us,"The EVW School District prides itself in having schools that have earned a positive reputation for high standards and rigor in academics, arts, and athletics.",2024-05-09 09:56:00,9412,Published,,NA
dsglobaltech.com,"DS Global Technology, a 1-Stop ICT Service Provider, integrate end to end ICT and communcation engineering and software development solution for SME and larger enterprise. Our skilled engineers are well trained and certified to perform complex integr...",2024-05-09 09:52:00,9020,Published,,NA
elements-ing.com,"Fondé en 2004 sous le nom de RFR éléments, Eléments Ingénieries est un acteur reconnu en environnement, énergie et fluides.",2024-05-09 09:45:00,9762,Published,,NA
itss.com.tr,,2024-05-09 09:41:00,10031,Published,,NA
uniter.net,"Uniter offers textile labelling solutions for clothing, footwear and accessories.",2024-05-09 09:37:00,10100,Published,,NA
truehomesusa.com,"True Homes is a semi-custom home builder in North and South Carolina, offering a variety of floorplans, communities and personalization options. Find your new True Home today and explore their blog, awards and broker partnerships.",2024-05-09 09:34:00,7689,Published,844.56,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/a250da9ea5f1f17994f7b6cb26dcb267-d3280d37-5aca-37ad-84ac-3df5d18821d8/truehomesusa.com/truehomesusa.com.7z-file-tree.txt| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/a250da9ea5f1f17994f7b6cb26dcb267-d3280d37-5aca-37ad-84ac-3df5d18821d8/truehomesusa.com/truehomesusa.com_part2.7z-file-tree.txt
rushenergyservices.com,info@rushenergyservices.com Your Name (required) Your Email (required) Your Message. Rush Energy Services takes your privacy seriously. Information collected through this website will not be shared with any third party. Send Message. Rush Energy Serv...,2024-05-09 09:32:00,7525,Published,12.5,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/379d2d0e414a7e335c2048810d79310e-f6e60507-0627-3a91-a469-a0b9f61e06f8/rushenergyservices.com/rushenergyservices.com.7z-file-tree.txt
livia.in,"Livia Polymer Products Pvt. Ltd. is one of the leading PET bottle manufacturers in India engaged in the manufacture of premium PET and PP containers, jars and bottles in various sizes, shapes and colours for numerous applications.",2024-05-09 09:27:00,8960,Published,,NA
spu.ac.th,Sripatum University is committed to be ICT Campus through continuously deploying appropriate technology and developing media for educational purposes. It is the directive of the university to encourage the use of information technology in all the cou...,2024-05-09 09:19:00,9875,Published,,NA
rfca.com,"Since Robinson, Farmer, Cox (RFC) was founded in 1953, the employees and members of RFC have taken great pride in maintaining our commitment of service to our clients. RFC began as a governmental audit and consulting practice in Charlottesville, Virg...",2024-05-09 09:17:00,7400,Published,87.91,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/e5dd935dd8fee0e49713ef505be8c0f6-c370c249-b1a7-3532-82d9-2f2dc3c493c1/rfca.com/rfca.com.7z-file-tree.txt
mutualclubunion.com.ar,masunion@mutualclubunion.com.ar promocion@mutualclubunion.com.ar . Casa Central: Av. Independencia 324 - Sunchales (Sta Fe) Información al usuario financiero. Atención al usuario de servicios financieros +Unión. Una tarjeta de crédito local con todos...,2024-05-09 09:15:00,7421,Published,217.12,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/68786564b38c47a69dda9bea786f4649-586895c9-503d-3b75-82f9-27741c2e88e6/mutualclubunion.com.ar/mutualclubunion.com.ar.7z-file-tree.txt
snk.sk,Slovenská národná knižnica is a company that operates in the Libraries industry.,2024-05-09 09:14:00,7638,Published,,NA
college-stemarie-elven.org,Collge Sainte Marie,2024-05-09 09:14:00,9745,Published,,NA
cargotrinidad.com,"Logistics Management, Freight Forwarding, Air/Ocean Import and Export, Crating and Packing",2024-05-09 08:59:00,10658,Published,,NA
peninsulacrane.com,Peninsula Crane and Rigging serving entire Northern California and Nevada Area for over 39 years.,2024-05-09 08:50:00,10775,Published,,NA
vinatiorganics.com,"World’s largest manufacturer of IBB and ATBS, Vinati Organics Limited (VOL) blends innovation with chemistry to deliver value-added products to its varied clientele.",2024-05-09 08:49:00,9415,Published,,NA
orsiniimballaggi.com,"Manufacturing, Packaging Services, Self-Storage, Shipping",2024-05-09 08:48:00,9746,Published,,NA
grupopm.com,"Grupo PM is a Marketing agency.Together they gather more than 50 years of joint-experience in Marketing, Advertising, Sales, Promotion and above all planning and development of Market strategies, used to position our clients and their products in the...",2024-05-09 08:48:00,10097,Published,,NA
randi-group.com,"Randi Group, Natural Products Extracted from Grapes Values that bring us together as a group",2024-05-09 08:44:00,9061,Published,,NA
totto.com,Nalsani SAS is a company with nationally-focused eCommerce activity.,2024-05-09 08:41:00,9481,Published,,NA
salmonesaysen.cl,Salmones Aysén S.A. es una empresa Salmonera enfocada 100% en el cultivo y comercialización del Salmón del Pacífico,2024-05-09 08:39:00,8870,Published,,NA
ajcfood.com,"AJC Brands. Our brands mean business. AJC branded products are sold in 100+ countries. Together they total 400+ products. AJC International is a global leader in the procurement and sale of frozen meat, poultry, pork, seafood and vegetable products.",2024-05-08 18:07:00,7540,Published,20.2,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/bc06fc46ab9bc93392c9ca38abac4f63-937b0995-9a24-3a2d-9d88-e449dfa2d3dc/ajcfood.com/ajcfood_com.zip-file-tree.txt
bancodevenezuela.com,"Conoce los productos y servicios que ofrece el Banco de Venezuela, como la cuenta digital, la cuenta en divisas, el mesa de cambio, el menudeo y el programa EmprendeBDV. Descarga la BDVApp y paga al instante con el QR.",2024-05-06 15:16:00,12761,Published,,NA
gammarenax.ch,gammaRenax ist ein leistungsfähiger Qualitätsanbieter integraler Facility Services mit mehr als 2'110 Mitarbeitenden an 16 Standorten in allen Regionen der Schweiz. Mit einem Portfolio von über 1'600 Objekten und einem Jahresumsatz von 81 Millionen F...,2024-05-06 15:12:00,9195,Published,,NA
oraclinical.com,"With 85+ approvals to date, whatever your challenge, we're here to ensure success. Discover how we make work better for our workforce. We provide the vision and experience to help guide your Ophthalmic product from preclinical stages through commerci...",2024-05-06 15:10:00,8963,Published,,NA
rammutual.com,"Your Partner in Protection. RAM is proud to be a leading reinsurer to the township mutual industry. In addition to our excellent member service program, RAM offers a full line of personal and commercial insurance products available in both Minnesota...",2024-05-06 15:09:00,8920,Published,,NA
gslelectric.com,Read about the Salt Lake City Airport Phase 2 Project in Utah,2024-05-06 15:08:00,8693,Published,,NA
harwoodlloyd.com,"Eileen Kuzma is Counsel in Harwood Lloyd's General Litigation and Wills, Trusts and Estates Departments, with a concentration in appellate matters, legal research and brief writing, encompassing a wide array of practice areas. Ms. Kuzma has extensive...",2024-05-06 15:07:00,8667,Published,,NA
etships.com,"For more information, please visit our recruiting profile on Facebook: Recruit Transport or call us today at (419) 464-9450 Ext. 4! www.etships.com. 1. Expeditus Transport, LLC | 872 followers on ...",2024-05-06 15:06:00,8703,Published,,NA
ville-bouchemaine.fr,"Prof express - Révisions Brevet/Bac Des enseignants de l'Éducation nationale, disponibles pour vos enfants, afin de réviser le Brevet ou le BAC et bénéficier de leurs conseils pour... Lire la suite; Réouverture de l'Aire d'Accueil de Camping-Car L'ai...",2024-05-06 15:04:00,9004,Published,,NA
sonoco.com,"Sonoco Products Company is an American provider of diversified consumer packaging, industrial products, protective packaging, and packaging supply chain services and the world's largest producer of composite cans, tubes, and cores.",2024-05-06 15:02:00,9019,Published,,NA
thebiglifegroup.com,"The Big Life group is a social enterprise that fights inequality by offering various services and support to people and places. Learn more about their values, history, people, news and how to find support near you.",2024-05-06 15:01:00,8446,Published,,NA
elarabygroup.com,"Wish ListAdd to Compare. HAMA High Speed HDMI™ Cable Plug-Plug Ethernet 90° Plug 1.5m Black HAM ... 5.0. EGP680. Add to Cart. Welcome to Elaraby Group in Egypt. Buy online Discover a wide range of home appliances and TVs of brands Toshiba, Sharp, Tor...",2024-05-06 14:59:00,9247,Published,,NA
qintess.com,Learn more about Qintess. We are focused on business transformation. We innovate. We think outside the box. We simplify technology and offer its best to our customers. Learn more about Qintess. PT | EN | ES +55 11 2899-6000 contact@qintess.com Área d...,2024-05-06 14:57:00,9084,Published,,NA
newsupri.com.br,"A Newsupri é uma empresa especialista em prover soluções inovadoras em infraestrutura de TI. São 35 anos de inovação e experiência, atendendo a Região Nordeste através de um time com mais de 30 profissionais altamente qualificados. Nossos parceiros p...",2024-05-06 14:54:00,8616,Published,,NA
senacrs.com.br,"O Senac-RS oferece cursos livres, técnicos, de graduação, pós-graduação, extensões, idiomas e ensino médio em 18 áreas do conhecimento. Veja depoimentos, descontos, parcerias, eventos, notícias e artigos sobre o Senac-RS.",2024-05-06 14:52:00,8561,Published,,NA
aev-iledefrance.fr,Agence des espaces verts d'Ile de France - Île-de-France Nature,2024-05-06 14:44:00,8606,Published,,NA
piramal.com,"Piramal Group is a leading Global Business Conglomerate with diverse interests in Pharma, Financial Services, Real Estate, and Glass Packaging; nurturing social initiatives through Piramal Foundation",2024-05-06 14:39:00,8129,Published,,NA
remagroup.com,"Company. REMA Group, with locations in Germany, China and the USA, is one of the international technological leaders in the field of high-current contact systems. We develop and produce connector systems for charging electric vehicles, high-current c...",2024-05-06 14:04:00,8068,Published,,NA
grand-indonesia.com,"Grand Indonesia is an integrated multipurpose complex at Thamrin Road in Central Jakarta, Indonesia. The 640,000 m² complex consists of a huge shopping mall, office tower Menara BCA, high end serviced residential tower Kempinski Residences and the fi...",2024-05-06 13:59:00,8011,Published,,NA
carespring.com,"At Carespring, we are committed to providing top-quality health care management services to our patients. Whether you need skilled nursing, independent living, assisted living, memory care facilities, or rehabilitative services, we have the expertise...",2024-05-06 13:55:00,8002,Published,,NA
usherbrooke.ca,"L'Université de Sherbrooke offre plus de 400 programmes. Elle se distingue par des méthodes d'apprentissage pratiques, des thèmes porteurs propulsant ses unités de recherche, une stratégie forte d'innovation, de partenariat et d'entrepreneuriat, des...",2024-05-06 13:50:00,8520,Published,,NA
signiflow.com,"Signiflow is a digital signature & approval workflow system that neatly slots into any enterprise ecosystem, to deliver critical last-mile workflow efficiency. SigniFlow Advanced eSignature Document Workflow Software ensures total compliance with glo...",2024-05-06 13:48:00,7892,Published,3.3,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/95b3b3552ceed8b42b2404026eab44b7-be331853-c83a-3842-97b5-f06d3ebd7d06/signiflow.com/signiflow.com.7z-file-tree.txt
syntax-architektur.at,Die Definition der Syntax (der Muster und Regeln) der projektspezifischen Rahmenbedingungen sehen wir als grundlegendes Ziel unserer Arbeit. Diese Definition führt zu optimalen formalen und strukturell organisierten Beziehungsprinzipien. Die Qualität...,2024-05-06 13:45:00,8105,Published,,NA
qstartlabs.com,"Software. Development. For. Startups. Begin your startup journey with QStart Labs—your dedicated tech team for web, mobile, and AI application development. Better than that we also blend cutting-edge technology with strategic insight, propelling your...",2024-05-06 13:44:00,8029,Published,,NA
netspectrum.ca,"Netspectrum offers Fibre, Cable, Wireless and DSL Internet services to communities in Northern Ontario. Learn about their packages, blog posts and customer service on their website.",2024-05-06 13:41:00,8041,Published,,NA
cdev.gc.ca,Budget 2024 announced the launch of the Indigenous Loan Guarantee Program to unlock access to capital for Indigenous communities and help remove historical barriers to Indigenous equity investment in natural resources and energy projects.,2024-05-06 13:37:00,7970,Published,,NA
isee.biz,"The IGEPv2 board is a low-power, fanless single-board computer based on the OMAP 3 series of ARM-compatible processors. It is developed and produced by Spanish corporation ISEE and is the second IGEP platform in the series. The IGEPv2 is open hardwar...",2024-05-06 13:32:00,7908,Published,,NA
epr-groupe.fr,"Le Groupe EPR, acteur majeur de la sécurité depuis 1994, se compose de diverses sociétés toutes spécialisées dans le domaine de la gestion du risque à destination de tous types de clients, et s'appuie sur plusieurs partenariats privilégiés pour offri...",2024-05-06 13:31:00,8229,Published,,NA
directradiology.com,"Founded in January 2012, Direct Radiology is a physician-owned and operated teleradiology practice comprising more than 115 radiologists working in close partnership with 390+ facilities across the country.",2024-05-06 13:30:00,7674,Published,,NA
cpashin.com,"David Shin & Co., CPA. For your valuable life. Menu. Home; Contact Us; Blog; 블로그; NPO Talk; App Download",2024-05-06 13:28:00,8140,Published,,NA
bpce.com,"We've engineered everything from African, Antarctic, and Australian penguin habitats to sustainable and resilient public safety buildings. When you choose to work with Bridgers & Paxton, you can be confident that we will steward your project from sta...",2024-05-06 13:23:00,7996,Published,,NA
